,sid,sid_name,股價,大盤領先指標,產業領先指標,勝率(%)_營收,合理價差(%)_營收,相關性_營收,勝率(%)_EPS,合理價差(%)_EPS,相關性_EPS,勝率(%)_殖利率,合理價差(%)_殖利率,相關性_殖利率,date,耗時(秒),策略_營收,策略_EPS,策略_殖利率
1083,8420,明揚,70.4,不佳,極佳,40,14,高度相關 0.86,,,,41,-13,高度相關 0.91,2022-12-01,49,0,0,1
1084,8028,昇陽半導體,56.5,不佳,極佳,49,-16,高度相關 0.75,,,低度相關 0.01,,,低度相關 0.23,2022-12-01,49,1,0,0
1085,3484,崧騰,46.95,不佳,極佳,45,-10,中度相關 0.72,39,-29,中度相關 0.55,41,-29,中度相關 0.55,2022-12-01,53,0,1,1
1086,1451,年興,21.65,不佳,極佳,49,-12,中度相關 0.67,,,,,,,2022-12-01,53,1,0,0
1087,8027,鈦昇,57.5,不佳,極佳,49,-12,中度相關 0.54,,,,,,低度相關 0.39,2022-12-01,56,1,0,0
1088,6275,元山,26.85,不佳,極佳,49,4,中度相關 0.72,,,,41,-21,,2022-12-01,52,0,0,1
1089,1599,宏佳騰,41.85,不佳,極佳,,,低度相關 0.42,39,-10,中度相關 0.54,,,低度相關 0.3,2022-12-01,47,0,1,0
1090,0050,,118.35,,,,-12,中度相關 0.74,0,0,,0,0,,2022-12-01,50,0,0,0
1091,9914,美利達,188.5,不適用,不適用,,,低度相關 0.37,,,低度相關 0.48,,,低度相關 0.49,2022-12-01,51,0,0,0
1092,2929,淘帝-KY,12.3,不佳,極佳,49,-34,中度相關 0.68,,,,,,,2022-12-01,55,1,0,0
1093,3357,臺慶科,82.8,不佳,極佳,49,1,高度相關 0.88,,,,41,-38,中度相關 0.54,2022-12-01,47,0,0,1
1094,1220,台榮,15.1,不佳,佳,,,低度相關 0.46,42,8,高度相關 0.83,47,6,高度相關 0.82,2022-12-01,52,0,0,0
1095,5288,豐祥-KY,170.5,不佳,極佳,49,-12,中度相關 0.72,39,-12,中度相關 0.63,41,3,低度相關 0.37,2022-12-01,47,1,1,0
1096,1538,正峰,6.53,不佳,極佳,49,-55,高度相關 0.82,,,,,,,2022-12-01,53,1,0,0
1097,5269,祥碩,770,不佳,極佳,49,-15,高度相關 0.77,39,-51,中度相關 0.59,41,-50,中度相關 0.62,2022-12-01,43,1,1,1
1098,8390,金益鼎,32.8,不佳,極佳,,,低度相關 0.02,39,-33,中度相關 0.52,,,,2022-12-01,52,0,1,0
1099,5209,新鼎,76,不佳,極佳,49,-13,高度相關 0.81,39,-3,高度相關 0.76,42,-3,高度相關 0.75,2022-12-01,56,1,0,0
1100,5306,桂盟,155.5,不佳,極佳,49,-12,中度相關 0.71,,,低度相關 0.4,,,低度相關 0.34,2022-12-01,53,1,0,0
1101,2481,強茂,65.6,不佳,極佳,,,低度相關 0.3,,,,41,-26,,2022-12-01,54,0,0,1
1102,6271,同欣電,215.56,不佳,極佳,49,-12,中度相關 0.59,,,低度相關 0.36,,,低度相關 0.39,2022-12-01,51,1,0,0
1103,4549,桓達,85.8,不佳,極佳,45,-9,中度相關 0.63,,,低度相關 0.44,,,低度相關 0.42,2022-12-01,51,0,0,0
1104,9929,秋雨,8.6,不佳,極佳,49,-41,中度相關 0.59,,,,,,,2022-12-01,50,1,0,0
1105,8928,鉅明,37.45,不佳,極佳,,,,39,-12,中度相關 0.55,41,-12,中度相關 0.55,2022-12-01,67,0,1,1
1106,3189,景碩,130.5,不佳,極佳,49,-27,中度相關 0.61,,,,,,,2022-12-01,60,1,0,0
1107,2493,揚博,42.55,不佳,極佳,49,4,中度相關 0.74,39,-18,中度相關 0.52,41,-18,中度相關 0.56,2022-12-01,71,0,1,1
1108,3005,神基,42.9,不適用,不適用,,,低度相關 0.49,,,低度相關 0.09,,,低度相關 0.05,2022-12-01,69,1,0,0
1109,1210,大成,44.75,不佳,佳,42,-20,中度相關 0.58,48,34,中度相關 0.69,48,16,高度相關 0.88,2022-12-01,47,1,0,0
1110,1219,福壽,19.5,不佳,佳,42,-12,中度相關 0.54,,,,41,-5,中度相關 0.51,2022-12-01,48,1,0,1
1111,5356,協益,20.5,不佳,極佳,49,-20,高度相關 0.8,,,,46,24,中度相關 0.67,2022-12-01,45,1,0,0
1112,3015,全漢,38.65,不佳,極佳,,,低度相關 0.49,,,,41,-11,中度相關 0.57,2022-12-01,54,0,0,1
1113,6104,創惟,100,不佳,極佳,40,94,高度相關 0.88,39,-38,中度相關 0.54,41,-38,中度相關 0.54,2022-12-01,48,0,1,1
1114,9802,鈺齊-KY,153.5,不佳,極佳,49,-23,中度相關 0.63,,,低度相關 0.41,,,低度相關 0.3,2022-12-01,47,1,0,0
1115,3016,嘉晶,81.9,不佳,極佳,49,-14,中度相關 0.65,,,,,,,2022-12-01,56,1,0,0
1116,3548,兆利,61.4,不佳,極佳,,,低度相關 0.15,,,低度相關 0.33,41,-15,中度相關 0.55,2022-12-01,49,0,0,1
1117,3492,長盛,19.05,不佳,極佳,49,-13,中度相關 0.58,,,低度相關 0.31,,,低度相關 0,2022-12-01,62,1,0,0
1118,3014,聯陽,72.4,不佳,極佳,40,51,高度相關 0.94,39,-23,中度相關 0.63,41,-23,中度相關 0.62,2022-12-01,47,0,1,1
1119,4205,中華食,100,不佳,佳,42,-26,高度相關 0.81,34,-6,高度相關 0.77,41,0,高度相關 0.75,2022-12-01,44,1,1,0
1120,4510,高鋒,10.55,不佳,極佳,49,-26,中度相關 0.56,,,,42,-4,,2022-12-01,53,1,0,0
1121,6533,晶心科,531,不佳,極佳,49,-12,中度相關 0.69,,,,0,0,,2022-12-01,52,1,0,0
1122,3483,力致,57.5,不佳,極佳,49,-18,高度相關 0.76,,,,,,,2022-12-01,54,1,0,0
1123,3557,嘉威,49.6,不佳,極佳,49,-11,中度相關 0.73,,,,,,,2022-12-01,63,1,0,0
1124,8931,大汽電,40.35,不佳,極佳,45,-3,中度相關 0.5,45,12,高度相關 0.79,46,11,中度相關 0.74,2022-12-01,44,0,0,0
1125,5604,中連,51.1,不佳,極佳,49,-19,中度相關 0.61,,,,42,-1,中度相關 0.51,2022-12-01,51,1,0,0
1126,4426,利勤,24.15,不佳,極佳,49,-29,中度相關 0.65,,,,41,3,,2022-12-01,54,1,0,0
1127,3078,僑威,27.75,不佳,極佳,45,-3,高度相關 0.75,39,-15,中度相關 0.53,42,-9,中度相關 0.52,2022-12-01,51,0,1,0
1128,6415,矽力*-KY,495,不佳,極佳,49,-34,高度相關 0.75,,,低度相關 0.48,,,低度相關 0.4,2022-12-01,48,1,0,0
1129,2458,義隆,92.7,不佳,極佳,40,19,高度相關 0.93,39,-35,中度相關 0.65,41,-36,中度相關 0.58,2022-12-01,45,0,1,1
1130,8155,博智,122,不佳,極佳,49,-15,高度相關 0.76,,,低度相關 0.17,,,低度相關 0.17,2022-12-01,47,1,0,0
1131,2344,華邦電,21.95,不佳,極佳,49,-8,中度相關 0.66,,,,,,,2022-12-01,52,1,0,0
1132,3338,泰碩,35.5,不佳,極佳,49,-27,中度相關 0.59,,,,,,,2022-12-01,58,1,0,0
1133,6259,百徽,22.1,不佳,極佳,49,-34,中度相關 0.56,,,,0,0,,2022-12-01,50,1,0,0
1134,9940,信義,29.3,不佳,極佳,,,低度相關 0.22,39,-7,中度相關 0.55,,,低度相關 0.19,2022-12-01,51,0,0,0
1135,3686,達能,12.75,不佳,極佳,49,-26,中度相關 0.59,,,,,,,2022-12-01,52,1,0,0
1136,6139,亞翔,35.15,不適用,不適用,,,低度相關 0.07,,,低度相關 0.06,,,低度相關 0.08,2022-12-01,51,0,0,0
1137,6203,海韻電,51.1,不佳,極佳,40,17,高度相關 0.9,39,-18,中度相關 0.7,41,-16,中度相關 0.73,2022-12-01,42,0,1,1
1138,3260,威剛,62,不佳,極佳,49,-15,中度相關 0.66,,,,,,,2022-12-01,58,1,0,0
1139,5498,凱崴,10,不佳,極佳,49,-18,中度相關 0.54,,,,,,,2022-12-01,58,1,0,0
1140,5907,大洋-KY,15.15,不佳,極佳,,,低度相關 0.46,,,,41,-21,,2022-12-01,55,0,0,1
1141,2049,上銀,193,不佳,極佳,,,低度相關 0.28,,,低度相關 0.44,41,-16,中度相關 0.51,2022-12-01,59,0,0,1
1142,3597,映興,25.35,不佳,極佳,49,-22,中度相關 0.65,,,,41,-18,低度相關 0.14,2022-12-01,48,1,0,1
1143,4966,譜瑞-KY,838,不佳,極佳,45,-6,中度相關 0.73,,,低度相關 0.46,,,低度相關 0.41,2022-12-01,51,0,0,0
1144,5291,邑昇,35.15,不佳,極佳,49,7,高度相關 0.85,,,,41,-16,中度相關 0.52,2022-12-01,45,0,0,1
1145,6208,日揚,49.95,不佳,極佳,49,-10,高度相關 0.86,39,-10,中度相關 0.63,41,-11,中度相關 0.64,2022-12-01,48,1,1,1
1146,3169,亞信,114,不佳,極佳,49,-12,高度相關 0.86,,,中度相關 0.5,41,-38,中度相關 0.51,2022-12-01,51,1,0,1
1147,3605,宏致,34.7,不佳,極佳,49,-11,中度相關 0.57,39,-25,中度相關 0.62,41,-25,中度相關 0.61,2022-12-01,48,1,1,1
1148,2338,光罩,92.2,不佳,極佳,45,1,高度相關 0.78,,,,42,6,中度相關 0.74,2022-12-01,50,1,0,0
1149,2351,順德,110.5,不佳,極佳,49,-11,中度相關 0.73,,,低度相關 0,,,低度相關 0.01,2022-12-01,49,1,0,0
1150,2640,大車隊,85.1,不佳,極佳,45,-7,中度相關 0.64,,,低度相關 0.42,41,1,中度相關 0.65,2022-12-01,49,0,0,0
1151,2449,京元電子,36.2,不佳,極佳,45,-8,中度相關 0.65,,,低度相關 0.38,,,低度相關 0.38,2022-12-01,57,1,0,0
1152,2303,聯電,45.6,不佳,極佳,49,-27,中度相關 0.59,,,低度相關 0.4,,,低度相關 0.42,2022-12-01,51,1,0,0
1153,8454,富邦媒,622,不佳,極佳,49,-35,中度相關 0.69,39,-31,中度相關 0.51,,,低度相關 0.39,2022-12-01,48,1,1,0
1154,9933,中鼎,41.7,不佳,極佳,,,低度相關 0.1,39,-9,中度相關 0.66,41,-11,中度相關 0.66,2022-12-01,44,0,1,1
1155,3526,凡甲,127,不佳,極佳,49,4,中度相關 0.53,39,-23,高度相關 0.76,41,-23,高度相關 0.76,2022-12-01,47,0,1,1
1156,3030,德律,66.1,不佳,不佳,32,14,中度相關 0.66,,,低度相關 0.38,,,低度相關 0.36,2022-12-01,49,0,0,0
1157,4968,立積,130,不佳,極佳,45,-1,高度相關 0.75,,,,41,5,中度相關 0.64,2022-12-01,51,0,0,0
1158,5345,天揚,5.68,不佳,極佳,49,-25,低度相關 0.49,,,,,,,2022-12-01,51,1,0,0
1159,1558,伸興,117,不佳,極佳,,,低度相關 0.15,39,-7,中度相關 0.58,42,-9,中度相關 0.59,2022-12-01,54,0,1,1
1160,5871,中租-KY,205,不佳,極佳,49,-18,高度相關 0.84,39,-8,中度相關 0.52,42,-7,中度相關 0.56,2022-12-01,49,1,0,0
1161,3675,德微,196.5,不適用,不適用,45,-9,中度相關 0.72,,,中度相關 0.5,41,-42,低度相關 0.49,2022-12-01,52,0,0,1
1162,8210,勤誠,73.8,不佳,極佳,,,低度相關 0.33,,,低度相關 0.49,41,-11,中度相關 0.54,2022-12-01,61,0,0,1
1163,3416,融程電,82.3,不佳,極佳,45,-2,高度相關 0.82,39,-3,高度相關 0.83,42,-3,高度相關 0.84,2022-12-01,57,0,0,0
1164,3023,信邦,267,不佳,極佳,49,-14,高度相關 0.94,39,-10,高度相關 0.92,42,-8,高度相關 0.93,2022-12-01,74,1,1,0
1165,2330,台積電,498.5,不佳,極佳,49,-26,中度相關 0.63,,,低度相關 0.49,41,-28,中度相關 0.6,2022-12-01,59,1,0,1
1166,8213,志超,36.65,不佳,極佳,,,低度相關 0.45,39,-15,中度相關 0.67,41,-15,中度相關 0.67,2022-12-01,46,0,1,1
1167,3707,漢磊,102,不佳,極佳,49,-18,中度相關 0.7,,,,0,0,,2022-12-01,63,1,0,0
1168,3653,健策,397,不佳,極佳,49,-22,高度相關 0.89,39,-20,高度相關 0.92,41,-19,高度相關 0.93,2022-12-01,51,1,1,1
1169,6197,佳必琪,39.4,不佳,極佳,,,低度相關 0,,,低度相關 0.36,41,-14,中度相關 0.51,2022-12-01,68,0,0,1
1170,6257,矽格,50.7,不佳,極佳,45,-5,高度相關 0.88,39,-19,中度相關 0.58,41,-18,中度相關 0.65,2022-12-01,49,0,1,1
1171,6488,環球晶,486,不佳,極佳,49,-28,中度相關 0.5,,,低度相關 0.13,0,0,低度相關 0.23,2022-12-01,46,1,0,0
1172,4558,寶緯,23.5,不佳,極佳,49,-17,高度相關 0.8,0,0,,0,0,,2022-12-01,49,1,0,0
1173,5285,界霖,67.7,不佳,極佳,49,-23,高度相關 0.79,,,低度相關 0,,,低度相關 0.01,2022-12-01,53,1,0,0
1174,3661,世芯-KY,895,不佳,極佳,49,-21,高度相關 0.81,39,-13,高度相關 0.75,41,-15,中度相關 0.64,2022-12-01,46,1,1,1
1175,4967,十銓,30.55,不佳,極佳,49,-27,中度相關 0.58,,,,41,-26,,2022-12-01,52,1,0,1
1176,6182,合晶,47.7,不佳,極佳,49,-35,中度相關 0.62,,,,,,低度相關 0.48,2022-12-01,70,1,0,0
1177,1264,德麥,251.5,不佳,佳,42,-13,中度相關 0.65,41,-12,高度相關 0.76,,,中度相關 0.63,2022-12-01,60,1,1,0
1178,1535,中宇,42.95,不佳,極佳,,,低度相關 0.02,39,-10,中度相關 0.62,41,-10,中度相關 0.57,2022-12-01,45,0,1,1
1179,5903,全家,190,不佳,極佳,,,低度相關 0.2,39,-2,高度相關 0.77,41,3,高度相關 0.81,2022-12-01,49,0,1,0
1180,2235,謚源,50.3,不佳,極佳,,,低度相關 0.35,39,-19,高度相關 0.79,41,-26,中度相關 0.74,2022-12-01,55,0,1,1
1181,3317,尼克森,57.3,不佳,極佳,,,低度相關 0.39,,,低度相關 0.35,41,-22,低度相關 0.03,2022-12-01,47,0,0,1
1182,3035,智原,175.5,不佳,極佳,49,-14,高度相關 0.75,,,低度相關 0.38,,,低度相關 0.35,2022-12-01,51,1,0,0
1183,6457,紘康,61.8,不佳,極佳,40,68,高度相關 0.79,39,-42,中度相關 0.63,0,0,中度相關 0.55,2022-12-01,53,0,1,0
1184,2379,瑞昱,333,不佳,極佳,49,-27,高度相關 0.81,,,低度相關 0.49,,,低度相關 0.49,2022-12-01,51,1,0,0
1185,3450,聯鈞,40.2,不佳,極佳,,,低度相關 0.26,39,-26,中度相關 0.62,,,低度相關 0.46,2022-12-01,48,0,1,0
1186,8081,致新,152,不佳,極佳,40,12,高度相關 0.9,39,-37,中度相關 0.51,41,-37,中度相關 0.53,2022-12-01,47,0,1,1
1187,5274,信驊,2205,不佳,極佳,49,-21,中度相關 0.72,39,-40,中度相關 0.67,41,-38,中度相關 0.73,2022-12-01,47,1,1,1
1188,4535,至興,39,不佳,極佳,45,-10,高度相關 0.77,41,1,中度相關 0.72,42,-1,中度相關 0.74,2022-12-01,44,1,0,0
1189,6509,聚和,42.8,不佳,中等,28,-14,中度相關 0.6,28,-27,中度相關 0.63,25,-26,中度相關 0.6,2022-12-01,47,0,0,0
1190,5227,立凱-KY,74.6,不佳,極佳,49,-36,高度相關 0.75,,,,0,0,,2022-12-01,56,1,0,0
1191,4401,東隆興,26.35,不佳,極佳,,,低度相關 0.13,39,-30,中度相關 0.61,41,-30,中度相關 0.6,2022-12-01,48,0,1,1
1192,3017,奇鋐,114.5,不佳,極佳,49,4,高度相關 0.87,39,-11,高度相關 0.87,41,-12,高度相關 0.86,2022-12-01,46,0,1,1
1193,2383,台光電,196.5,不佳,極佳,45,3,高度相關 0.8,39,-9,中度相關 0.65,41,-9,中度相關 0.64,2022-12-01,43,0,1,1
1194,1580,新麥,86,不佳,極佳,,,低度相關 0.44,39,-17,高度相關 0.76,41,-22,中度相關 0.6,2022-12-01,46,0,1,1
1195,4927,泰鼎-KY,60.1,不佳,極佳,49,-12,中度相關 0.6,39,-21,中度相關 0.58,41,-19,,2022-12-01,46,1,1,1
1196,6224,聚鼎,58.6,不佳,極佳,49,-39,中度相關 0.57,,,低度相關 0.39,,,低度相關 0.35,2022-12-01,49,1,0,0
1197,2388,威盛,74.4,不佳,極佳,45,-4,中度相關 0.61,,,,,,,2022-12-01,51,1,0,0
1198,9911,櫻花,63,不佳,極佳,45,-2,高度相關 0.75,39,-11,高度相關 0.84,41,-11,高度相關 0.81,2022-12-01,45,0,1,1
1199,3646,艾恩特,23.6,不佳,極佳,,,低度相關 0.44,39,-12,中度相關 0.59,41,-11,中度相關 0.57,2022-12-01,47,0,1,1
1200,5222,全訊,136,不佳,極佳,49,-9,中度相關 0.67,0,0,,0,0,,2022-12-01,50,1,0,0
1201,1590,亞德客-KY,975,不佳,極佳,49,8,高度相關 0.88,41,4,中度相關 0.5,,,低度相關 0.38,2022-12-01,59,0,0,0
1202,3021,鴻名,20.9,不佳,極佳,45,-9,中度相關 0.7,,,低度相關 0.26,,,,2022-12-01,55,1,0,0
1203,6485,點序,77.8,不佳,極佳,49,-17,高度相關 0.75,,,,0,0,,2022-12-01,50,1,0,0
1204,1514,亞力,29.2,不佳,極佳,49,-23,中度相關 0.72,41,2,高度相關 0.84,41,10,高度相關 0.76,2022-12-01,45,1,0,0
1205,5439,高技,47.9,不佳,極佳,49,-15,中度相關 0.7,,,低度相關 0.36,,,低度相關 0.41,2022-12-01,47,1,0,0
1206,6538,倉和,73.7,不佳,極佳,49,-39,高度相關 0.81,,,,0,0,高度相關 0.76,2022-12-01,48,1,0,0
1207,6191,精成科,30.2,不佳,極佳,40,32,中度相關 0.63,39,-16,中度相關 0.67,41,-15,低度相關 0.37,2022-12-01,52,0,1,1
1208,3171,新洲,15.8,不佳,極佳,,,低度相關 0.47,39,-9,高度相關 0.81,,,低度相關 0.11,2022-12-01,54,0,1,0
1209,8046,南電,286.5,不佳,極佳,49,-42,高度相關 0.76,,,,,,低度相關 0.06,2022-12-01,50,1,0,0
1210,6803,崑鼎,246.5,不佳,極佳,45,-3,中度相關 0.72,39,-9,高度相關 0.78,42,-10,中度相關 0.74,2022-12-01,44,0,1,1
1211,1516,川飛,21.75,不佳,極佳,,,低度相關 0.41,39,-12,中度相關 0.52,,,,2022-12-01,49,0,1,0
1212,4552,力達-KY,29.4,不佳,極佳,0,0,中度相關 0.74,39,-16,高度相關 0.78,0,0,低度相關 0.06,2022-12-01,46,0,1,0
1213,8040,九暘,58.2,不佳,極佳,49,-30,中度相關 0.56,,,,,,,2022-12-01,54,1,0,0
1214,3037,欣興,159.5,不佳,極佳,49,-20,高度相關 0.76,39,-37,中度相關 0.57,41,-37,中度相關 0.58,2022-12-01,48,1,1,1
1215,3217,優群,87.1,不佳,極佳,40,27,高度相關 0.87,39,-15,中度相關 0.66,41,-16,中度相關 0.66,2022-12-01,44,0,1,1
1216,1584,精剛,24.55,不佳,極佳,40,22,中度相關 0.54,,,,,,,2022-12-01,69,0,0,0
1217,8182,加高,32.3,不佳,極佳,40,97,低度相關 0.49,39,-33,中度相關 0.57,41,-33,中度相關 0.59,2022-12-01,43,0,1,1
1218,3556,禾瑞亞,58.1,不佳,極佳,40,31,中度相關 0.7,39,-15,中度相關 0.5,41,-14,中度相關 0.54,2022-12-01,42,0,1,1
1219,3465,進泰電子,83.3,不佳,極佳,45,-9,高度相關 0.78,,,,,,,2022-12-01,49,1,0,0
1220,4919,新唐,123.5,不佳,極佳,40,11,中度相關 0.65,39,-29,中度相關 0.6,,,,2022-12-01,47,0,1,0
1221,2476,鉅祥,48.9,不佳,極佳,49,-11,高度相關 0.82,,,低度相關 0.39,,,低度相關 0.38,2022-12-01,48,1,0,0
1222,2348,海悅,64.2,不佳,極佳,49,-11,高度相關 0.89,39,-2,高度相關 0.88,42,-4,中度相關 0.56,2022-12-01,43,1,0,0
1223,2436,偉詮電,47.1,不佳,極佳,40,38,高度相關 0.79,,,低度相關 0.47,41,-19,中度相關 0.5,2022-12-01,47,0,0,1
1224,4991,環宇-KY,39.75,不佳,極佳,49,-19,中度相關 0.6,45,18,,,,,2022-12-01,47,1,0,0
1225,5471,松翰,52.6,不佳,極佳,40,87,高度相關 0.75,39,-28,中度相關 0.74,41,-28,高度相關 0.75,2022-12-01,43,0,1,1
1226,4991,環宇-KY,39.8,不佳,極佳,49,-18,中度相關 0.6,45,19,,,,,2022-12-02,74,1,0,0
1227,2476,鉅祥,50.2,不佳,極佳,49,-11,高度相關 0.82,,,低度相關 0.39,,,低度相關 0.38,2022-12-02,46,1,0,0
1228,6803,崑鼎,246,不佳,極佳,45,-2,中度相關 0.72,39,-9,高度相關 0.78,42,-10,中度相關 0.74,2022-12-02,45,0,1,1
1229,4205,中華食,100.5,不佳,佳,42,-26,高度相關 0.81,34,-6,高度相關 0.77,41,-1,高度相關 0.75,2022-12-02,47,1,1,0
1230,4966,譜瑞-KY,837,不佳,極佳,45,-1,中度相關 0.73,,,低度相關 0.46,,,低度相關 0.41,2022-12-02,49,0,0,0
1231,3557,嘉威,50.2,不佳,極佳,49,-11,中度相關 0.73,,,,,,,2022-12-02,50,1,0,0
1232,3707,漢磊,102.5,不佳,極佳,49,-15,中度相關 0.7,,,,0,0,,2022-12-02,48,1,0,0
1233,2348,海悅,65,不佳,極佳,49,-11,高度相關 0.89,39,-2,高度相關 0.88,42,-4,中度相關 0.56,2022-12-02,43,1,0,0
1234,6275,元山,27.3,不佳,極佳,49,5,中度相關 0.72,,,,41,-21,,2022-12-02,49,0,0,1
1235,1220,台榮,15.15,不佳,佳,,,低度相關 0.46,42,8,高度相關 0.83,47,6,高度相關 0.82,2022-12-02,45,0,0,0
1236,2929,淘帝-KY,12.35,不佳,極佳,49,-33,中度相關 0.68,,,,,,,2022-12-02,57,1,0,0
1237,6287,元隆,27.45,不佳,極佳,49,-14,中度相關 0.54,,,,0,0,,2022-12-02,54,1,0,0
1238,3675,德微,197,不佳,極佳,49,0,中度相關 0.72,,,中度相關 0.5,41,-36,低度相關 0.49,2022-12-02,48,0,0,1
1239,6509,聚和,43.2,不佳,佳,42,-14,中度相關 0.6,41,-27,中度相關 0.63,37,-26,中度相關 0.6,2022-12-02,44,0,0,0
1240,6208,日揚,49.95,不佳,極佳,45,-10,高度相關 0.86,39,-9,中度相關 0.63,41,-10,中度相關 0.65,2022-12-02,46,0,0,1
1241,2395,研華,323,不佳,極佳,49,-16,中度相關 0.6,,,低度相關 0.22,,,低度相關 0.37,2022-12-02,45,1,0,0
1242,2428,興勤,123.5,不佳,極佳,49,-22,中度相關 0.72,39,-22,中度相關 0.5,,,低度相關 0.49,2022-12-02,45,1,1,0
1243,3005,神基,43.35,不適用,不適用,,,低度相關 0.49,,,低度相關 0.09,,,低度相關 0.05,2022-12-02,86,1,0,0
1244,4549,桓達,85.8,不佳,極佳,45,-8,中度相關 0.63,,,低度相關 0.44,,,低度相關 0.42,2022-12-02,46,0,0,0
1245,3661,世芯-KY,913,不佳,極佳,49,-24,高度相關 0.81,39,-16,高度相關 0.75,41,-18,中度相關 0.64,2022-12-02,44,1,1,1
1246,4535,至興,38.65,不佳,極佳,45,-10,高度相關 0.77,41,1,中度相關 0.72,42,-1,中度相關 0.74,2022-12-02,43,1,0,0
1247,4943,康控-KY,7.77,不佳,極佳,49,-27,中度相關 0.69,,,,,,,2022-12-02,47,1,0,0
1248,3357,臺慶科,83.8,不佳,極佳,49,1,高度相關 0.88,,,,41,-38,中度相關 0.54,2022-12-02,45,0,0,1
1249,3597,映興,25.9,不佳,極佳,49,-21,中度相關 0.65,,,,41,-18,低度相關 0.14,2022-12-02,44,1,0,1
1250,6485,點序,78.7,不佳,極佳,49,-11,高度相關 0.75,,,,0,0,,2022-12-02,47,1,0,0
1251,8081,致新,152.5,不佳,極佳,40,15,高度相關 0.9,39,-34,中度相關 0.51,41,-34,中度相關 0.53,2022-12-02,43,0,1,1
1252,5903,全家,189.5,不佳,極佳,,,低度相關 0.2,39,-1,高度相關 0.77,41,3,高度相關 0.81,2022-12-02,51,0,1,0
1253,3260,威剛,62.9,不佳,極佳,49,-15,中度相關 0.66,,,,,,,2022-12-02,57,1,0,0
1254,3030,德律,66,不佳,不佳,32,14,中度相關 0.66,,,低度相關 0.38,,,低度相關 0.36,2022-12-02,56,0,0,0
1255,4426,利勤,24.35,不佳,極佳,49,-30,中度相關 0.65,,,,41,2,,2022-12-02,46,1,0,0
1256,2379,瑞昱,326,不佳,極佳,49,-23,高度相關 0.81,,,低度相關 0.49,,,低度相關 0.49,2022-12-02,45,1,0,0
1257,3017,奇鋐,115.5,不佳,極佳,49,6,高度相關 0.87,39,-11,高度相關 0.87,41,-12,高度相關 0.86,2022-12-02,41,0,1,1
1258,3686,達能,13.1,不佳,極佳,49,-26,中度相關 0.59,,,,,,,2022-12-02,49,1,0,0
1259,5306,桂盟,156,不佳,極佳,49,-11,中度相關 0.71,,,低度相關 0.39,,,低度相關 0.34,2022-12-02,48,1,0,0
1260,2493,揚博,42.55,不佳,極佳,49,5,中度相關 0.74,39,-17,中度相關 0.52,41,-18,中度相關 0.56,2022-12-02,40,0,1,1
1261,1232,大統益,151,不佳,佳,42,-13,中度相關 0.54,34,-5,高度相關 0.81,41,-4,高度相關 0.85,2022-12-02,42,1,1,1
1262,4967,十銓,31.15,不佳,極佳,49,-26,中度相關 0.58,,,,41,-25,,2022-12-02,45,1,0,1
1263,1580,新麥,86.7,不佳,極佳,,,低度相關 0.44,39,-17,高度相關 0.76,41,-22,中度相關 0.6,2022-12-02,44,0,1,1
1264,2449,京元電子,36.4,不佳,極佳,45,-8,中度相關 0.65,,,低度相關 0.38,,,低度相關 0.38,2022-12-02,44,1,0,0
1265,3465,進泰電子,84.9,不佳,極佳,45,-7,高度相關 0.78,,,,,,,2022-12-02,48,1,0,0
1266,6129,普誠,35.9,不佳,極佳,49,-11,中度相關 0.74,,,,,,,2022-12-02,47,1,0,0
1267,5285,界霖,68.4,不佳,極佳,49,-22,高度相關 0.79,,,低度相關 0,,,低度相關 0.01,2022-12-02,46,1,0,0
1268,1516,川飛,21.6,不佳,極佳,,,低度相關 0.41,39,-12,中度相關 0.52,,,,2022-12-02,50,0,1,0
1269,2383,台光電,190.5,不佳,極佳,49,3,高度相關 0.8,39,-9,中度相關 0.65,42,-9,中度相關 0.64,2022-12-02,44,0,1,1
1270,8066,來思達,27.65,不佳,極佳,,,低度相關 0.23,39,-12,中度相關 0.73,41,-17,中度相關 0.72,2022-12-02,46,0,1,1
1271,6126,信音,21.25,不佳,極佳,49,4,高度相關 0.82,39,-15,中度相關 0.72,41,-17,中度相關 0.58,2022-12-02,58,0,1,1
1272,6182,合晶,47.6,不佳,極佳,49,-33,中度相關 0.62,,,,,,低度相關 0.47,2022-12-02,59,1,0,0
1273,3169,亞信,116.5,不佳,極佳,49,-12,高度相關 0.86,,,中度相關 0.5,41,-38,中度相關 0.51,2022-12-02,45,1,0,1
1274,3171,新洲,16.6,不佳,極佳,,,低度相關 0.47,39,-9,高度相關 0.81,,,低度相關 0.11,2022-12-02,46,0,1,0
1275,6457,紘康,62.3,不佳,極佳,40,76,高度相關 0.78,39,-39,中度相關 0.63,0,0,中度相關 0.55,2022-12-02,44,0,1,0
1276,2338,光罩,95.7,不佳,極佳,49,1,高度相關 0.78,,,,41,6,中度相關 0.74,2022-12-02,46,1,0,0
1277,4919,新唐,124.5,不佳,極佳,40,13,中度相關 0.65,39,-27,中度相關 0.6,,,,2022-12-02,46,0,1,0
1278,3042,晶技,86,不佳,極佳,40,14,高度相關 0.92,39,-22,中度相關 0.54,41,-23,中度相關 0.56,2022-12-02,43,0,1,1
1279,2387,精元,41,不佳,極佳,49,-21,中度相關 0.64,,,,,,,2022-12-02,49,1,0,0
